index;SpType;RA;DEC;B;V;RV;Teff;e_Teff;log(g);e_log(g);[Fe/H];e_[Fe/H];lum;misc;PHYSREF;NAMES
HD175535;G7IIIa;283.30833333333334;50.70822222222223;5.82;4.92;8.2;5143.0;43.0;2.74;0.11;-0.03;0.1;III;a;1990ApJS...74.1075M (McWilliam);HD 175535 BD+50 2686 SAO 31241 HR 7137 HIP 92689
HD175545;K2III;283.9625;-0.7394722222222222;8.6;7.4;-19.0;4511.0;20.0;2.92;0.07;0.11;0.04;III;;Jones..Coude.Feed.Library;HD 175545 BD-00 3595 SAO 142812 HIP 92914
HD175588;M4II;283.625;36.89861111111111;5.98;4.3;-26.4;3333.0;7.0;0.48;0.11;-0.04;0.05;II;;1998AJ....116..981D (Dyck);HD 175588 BD+36 3319 SAO 67559 HR 7139 HIP 92791
HD175640;B9III;284.09583333333336;-1.799861111111111;6.15;6.2;-26.0;11515.0;179.0;4.02;0.06;0.18;0.08;III;;1993A&A...274..335S (Smith);HD 175640 BD-01 3602 SAO 142825 HR 7143 HIP 92963
HD175743;K1III;284.025;18.105416666666667;6.8;5.71;44.0;4708.0;28.0;2.64;0.09;0.03;0.06;III;;Jones..Coude.Feed.Library;HD 175743 BD+17 3779 SAO 104272 HR 7148 HIP 92937
HD175751;K2III;284.26666666666665;-5.846305555555555;5.91;4.83;-92.8;4749.0;26.0;2.66;0.08;0.02;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 175751 BD-06 4976 SAO 142838 HR 7149 HIP 93026
HD176301;B7III-IV;284.6875;19.79438888888889;6.46;6.51;-1.0;14428.0;265.0;3.75;0.1;0.14;0.09;III;#NAME?;;HD 176301 BD+19 3858 SAO 104306 HR 7171 HIP 93175
HD176318;B7IV;284.5083333333333;38.26619444444445;5.8;5.89;-28.0;13657.0;273.0;3.7;0.16;0.12;0.14;IV;;;HD 176318 BD+38 3373 SAO 67642 HR 7174 HIP 93104
HD176411;K1III;284.90416666666664;15.068305555555556;5.09;4.03;-48.0;4741.0;30.0;2.69;0.09;0.13;0.06;III;;1995A&AS..113..333M (Mishenina);HD 176411 BD+14 3736 SAO 104318 HR 7176 HIP 93244
HD176437;B9III;284.7375;32.68955555555555;3.19;3.24;-21.1;11163.0;170.0;4.06;0.06;0.15;0.09;III;;1986MNRAS.219..479B (Balachandra;HD 176437 BD+32 3286 SAO 67663 HR 7178 HIP 93194
HD176582;B5IV;284.8;39.217333333333336;6.25;6.4;-14.0;16308.0;303.0;3.61;0.09;0.1;0.08;IV;;;HD 176582 BD+39 3602 SAO 67675 HR 7185 HIP 93210
HD176819;B2IV-V;285.34583333333336;20.832833333333333;6.78;6.78;-10.3;20461.0;632.0;3.8;0.09;-0.05;0.07;IV;#NAME?;;HD 176819 BD+20 4022 SAO 86704 HR 7200 HIP 93404
HD177178;A4V;285.8833333333333;1.8187777777777776;6.0;5.83;-22.0;7854.0;55.0;3.99;0.06;-0.15;0.07;V;;;HD 177178 BD+01 3865 SAO 124203 HR 7214 HIP 93580
HD177196;A7V;285.3583333333333;46.93480555555555;5.2;5.01;7.6;7801.0;49.0;3.97;0.05;-0.11;0.06;V;;;HD 177196 BD+46 2602 SAO 48011 HR 7215 HIP 93408
HD177249;G5.5IIb;285.1791666666667;55.65830555555556;6.36;5.52;9.6;5238.0;30.0;2.48;0.07;-0.03;0.07;II;b;1991ApJS...75..579L (Luck);HD 177249 BD+55 2137 SAO 31323 HR 7218 HIP 93340
HD177724;A0Vn;286.3541666666667;13.863472222222224;3.02;2.99;-25.0;9975.0;242.0;3.85;0.13;-0.52;0.16;V;n;;HD 177724 BD+13 3899 SAO 104461 HR 7235 HIP 93747
HD177756;B9Vn;286.5625;-4.882555555555556;3.35;3.43;-12.0;11239.0;182.0;3.89;0.1;-0.08;0.11;V;n;;HD 177756 BD-05 4876 SAO 143021 HR 7236 HIP 93805
HD177817;B7V;286.71666666666664;-16.229277777777774;5.99;6.03;-16.5;12786.0;201.0;4.14;0.07;0.16;0.08;V;;;HD 177817 BD-16 5153 SAO 162201 HR 7239 HIP 93855
HD177940;M7IIIevar;286.59166666666664;8.23;8.75;7.61;32.0;3092.0;23.0;0.59;0.54;-1.0;0.0;III;evar;;HD 177940 BD+08 3970 SAO 124266 HR 7243 HIP 93820
HD178125;B8III;286.74583333333334;11.071222222222222;5.02;5.07;-18.6;12287.0;163.0;4.18;0.05;0.13;0.08;III;;;HD 178125 BD+10 3787 SAO 104488 HR 7248 HIP 93867
HD178187;A4III;286.65833333333336;24.250805555555555;5.89;5.79;-21.9;8176.0;63.0;3.77;0.07;-0.03;0.06;III;;;HD 178187 BD+24 3640 SAO 86817 HR 7250 HIP 93845
HD178266;K5;286.9875;-1.281472222222222;9.25;7.95;;4381.0;34.0;2.68;0.15;0.1;0.08;;;2001A&A...369.1048P (Prugniel);HD 178266 BD-01 3662 SAO 143058
HD178329;B3V;286.5708333333333;41.413777777777774;6.34;6.49;-21.2;17571.0;399.0;3.78;0.07;-0.05;0.05;V;;;HD 178329 BD+41 3232 SAO 48084 HR 7258 HIP 93808
HD178717;K3.5III:;287.34166666666664;10.241166666666668;9.05;7.14;11.0;4071.0;37.0;1.13;0.25;-0.13;0.12;III;:;1984A&A...132..326S (Smith);HD 178717 BD+10 3801 SAO 104535 HIP 94103
HD179588;B9IV;288.14166666666665;16.846416666666666;6.72;6.69;-18.3;11165.0;225.0;4.05;0.06;0.0;0.1;IV;;;HD 179588 BD+16 3775 SAO 104602 HR 7285 HIP 94377
HD179761;B8II-III;288.4291666666667;2.2936944444444443;5.07;5.14;-5.2;14325.0;254.0;3.66;0.07;0.14;0.07;II;#NAME?;1993A&A...274..335S (Smith);HD 179761 BD+02 3824 SAO 124408 HR 7287 HIP 94477
HD180006;G8III;287.9208333333333;56.85922222222222;6.14;5.14;-15.8;4996.0;27.0;2.73;0.07;0.17;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 180006 BD+56 2209 SAO 31468 HR 7295 HIP 94302
HD180028;F6Ib;288.6875;6.048555555555556;7.73;6.97;-6.0;6287.0;38.0;1.65;0.07;0.14;0.07;Ib;;2001A&A...369.1048P (Prugniel);HD 180028 BD+05 4087 SAO 124432 HIP 94564
HD180163;B2.5IV;288.4375;39.14597222222222;4.25;4.4;-8.1;18946.0;401.0;3.69;0.06;0.02;0.04;IV;;1992ApJ...387..673G (Gies);HD 180163 BD+38 3490 SAO 68010 HR 7298 HIP 94481
HD180554;B4IV;289.0541666666667;21.390416666666667;4.69;4.76;-17.0;16787.0;287.0;3.74;0.07;0.0;0.06;IV;;;HD 180554 BD+21 3713 SAO 87010 HR 7306 HIP 94703
HD180610;K2III;288.4791666666667;57.70511111111112;6.17;5.01;-27.2;4539.0;20.0;2.79;0.07;0.06;0.04;III;;1990ApJS...74.1075M (McWilliam);HD 180610 BD+57 1968 SAO 31497 HR 7309 HIP 94490
HD180711;G9III;288.1375;67.66152777777778;4.08;3.08;24.8;4872.0;25.0;2.61;0.07;-0.17;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 180711 BD+67 1129 SAO 18222 HR 7310 HIP 94376
HD180890;G5;289.40833333333336;19.160916666666665;9.07;8.34;;5580.0;28.0;4.4;0.06;0.2;0.05;;;1998A&AS..129..237F (Feltzing);HD 180890 BD+18 4020 SAO 104688
HD180928;K4III;289.75;-15.536583333333333;7.49;6.08;-17.8;4074.0;16.0;2.04;0.12;-0.57;0.07;III;;1989A&A...214..239B (Barbuy);HD 180928 BD-15 5310 SAO 162462 HR 7317 HIP 94929
HD180968;B0.5IV;289.43333333333334;23.02552777777778;5.47;5.48;1.0;24093.0;1595.0;3.44;0.11;-0.08;0.1;IV;;;HD 180968 BD+22 3648 SAO 87036 HR 7318 HIP 94827
HD181096;F6IV:;289.2125;46.99911111111111;6.44;6.0;-44.0;6318.0;34.0;4.03;0.05;-0.2;0.05;IV;:;1993A&A...275..101E (Edvardsson);HD 181096 BD+46 2658 SAO 48278 HR 7322 HIP 94755
HD181276;G9III;289.275;53.36847222222222;4.73;3.8;-29.3;5012.0;25.0;2.87;0.06;0.04;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 181276 BD+53 2216 SAO 31537 HR 7328 HIP 94779
HD182293;K3IVp;290.8;20.277944444444444;8.28;7.11;-107.0;4445.0;20.0;2.89;0.08;0.01;0.05;IV;p;Jones..Coude.Feed.Library;HD 182293 BD+19 3997 SAO 87140 HIP 95291
HD182490;A2III-IV;291.09166666666664;16.937722222222224;6.33;6.26;12.0;8548.0;92.0;3.69;0.1;0.05;0.07;III;#NAME?;;HD 182490 BD+16 3839 SAO 104797 HR 7369 HIP 95398
HD182568;B3IV;291.03333333333336;29.62133333333333;4.86;4.98;-21.0;18634.0;345.0;3.72;0.08;0.0;0.05;IV;;;HD 182568 BD+29 3584 SAO 87159 HR 7372 HIP 95372
HD182572;G8IV...;291.2416666666667;11.944416666666667;5.93;5.16;-100.1;5542.0;30.0;4.03;0.06;0.37;0.05;IV;...;1998A&AS..129..237F (Feltzing);HD 182572 BD+11 3833 SAO 104807 HR 7373 HIP 95447
HD182761;A0V;291.34166666666664;20.27172222222222;6.29;6.3;-32.0;9806.0;213.0;3.83;0.12;-0.44;0.14;V;;;HD 182761 BD+19 4009 SAO 87186 HR 7384 HIP 95487
HD182762;K0III;291.37083333333334;19.798361111111117;6.14;5.16;0.7;4894.0;37.0;2.63;0.1;-0.1;0.08;III;;1990ApJS...74.1075M (McWilliam);HD 182762 BD+19 4010 SAO 104818 HR 7385 HIP 95498
HD183085;F0;291.9208333333333;4.709722222222222;7.06;6.73;;7138.0;45.0;3.93;0.06;-0.11;0.06;;;2001A&A...369.1048P (Prugniel);HD 183085 BD+04 4114 SAO 124646 HIP 95680
HD183144;B4III;291.89166666666665;14.282472222222223;6.24;6.31;4.0;16482.0;300.0;3.77;0.12;0.06;0.09;III;;;HD 183144 BD+13 4020 SAO 104862 HR 7396 HIP 95664
HD183324;A0V;292.25416666666666;1.9504444444444444;5.88;5.79;12.0;10300.0;;4.17;;-1.22;;V;;1993A&A...277..139S (Sturenburg);HD 183324 BD+01 4010 SAO 124675 HR 7400 HIP 95793
HD184266;F2V;293.5625;-16.31672222222222;8.16;7.57;-348.0;6014.0;53.0;3.72;0.1;-1.03;0.1;V;;2000A&A...354..169G (Gratton);HD 184266 BD-16 5359 SAO 162774 HIP 96248
HD184406;K3IIIb;293.5208333333333;7.378944444444444;5.62;4.45;-23.9;4428.0;19.0;2.83;0.08;0.04;0.05;III;b;1995AJ....110.2968L (Luck);HD 184406 BD+07 4132 SAO 124799 HR 7429 HIP 96229
HD184499;G0V;293.3625;33.201861111111114;7.2;6.61;-163.3;5762.0;34.0;4.13;0.07;-0.54;0.06;V;;1993A&A...275..101E (Edvardsson);HD 184499 BD+32 3474 SAO 68491 HIP 96185
HD184875;A2V;293.6708333333333;42.4125;5.4;5.35;1.6;8933.0;83.0;4.06;0.05;-0.24;0.06;V;;;HD 184875 BD+42 3386 SAO 48601 HR 7444 HIP 96288
HD184915;B0.5III;294.22083333333336;-7.027472222222222;4.92;4.96;-19.4;25817.0;1967.0;3.4;0.11;-0.16;0.12;III;;;HD 184915 BD-07 5006 SAO 143600 HR 7446 HIP 96483
HD184930;B5III;294.1791666666667;-1.286611111111111;4.27;4.35;-21.4;14431.0;229.0;3.72;0.07;0.09;0.07;III;;;HD 184930 BD-01 3782 SAO 143597 HR 7447 HIP 96468
HD185351;G9IIIbCN...;294.15833333333336;44.69494444444444;6.11;5.18;-5.2;5062.0;25.0;3.34;0.06;0.06;0.05;III;bCN...;1991ApJS...75..579L (Luck);HD 185351 BD+44 3185 SAO 48649 HR 7468 HIP 96459
HD185423;B3III;294.70416666666665;3.381527777777778;6.36;6.36;-1.0;19169.0;513.0;3.52;0.1;0.05;0.06;III;;;HD 185423 BD+03 4097 SAO 124892 HR 7471 HIP 96630
HD185644;K1III;295.1791666666667;-16.293277777777778;6.43;5.3;-57.9;4623.0;22.0;2.66;0.07;0.03;0.05;III;;Jones..Coude.Feed.Library;HD 185644 BD-16 5399 SAO 162883 HR 7476 HIP 96808
HD185657;G6V;294.4875;49.284416666666665;7.45;6.47;-84.8;4887.0;23.0;2.66;0.07;-0.16;0.05;V;;1985SvA....29..434K (Komarov);HD 185657 BD+48 2922 SAO 48673 HR 7477 HIP 96572
HD185859;B0.5Iae;295.1166666666667;20.477083333333333;6.83;6.54;5.2;27238.0;1708.0;3.36;0.09;-0.04;0.06;Ia;e;;HD 185859 BD+20 4218 SAO 87542 HR 7482 HIP 96789
HD186307;A6V;295.4916666666667;40.25413888888889;6.4;6.23;-32.0;7962.0;63.0;4.12;0.05;-0.2;0.07;V;;;HD 186307 BD+39 3878 SAO 48737 HR 7499 HIP 96907
HD186377;A5III;295.6875;32.42675;6.04;5.93;-7.3;8677.0;70.0;2.71;0.06;-0.2;0.06;III;;;HD 186377 BD+32 3531 SAO 68730 HR 7502 HIP 96977
HD186408;G1.5Vb;295.45416666666665;50.525055555555554;6.6;5.96;-25.6;5750.0;81.0;4.04;0.2;0.04;0.13;V;b;2000A&A...364..249M (Mashonkina);HD 186408 BD+50 2847 SAO 31898 HR 7503 HIP 96895
HD186486;G8III;295.9291666666667;25.771916666666662;6.42;5.5;-9.3;5077.0;26.0;2.72;0.07;0.02;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 186486 BD+25 3933 SAO 87633 HR 7506 HIP 97077
HD186619;M0III;295.9375;41.77311111111111;7.48;5.87;-40.9;3829.0;8.0;1.65;0.1;0.0;0.04;III;;;HD 186619 BD+41 3469 SAO 48771 HR 7514 HIP 97081
HD186648;K0III;296.59166666666664;-19.761111111111116;5.95;4.89;19.8;4775.0;25.0;2.58;0.08;-0.07;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 186648 BD-20 5698 SAO 162964 HR 7515 HIP 97290
HD186675;G7III;296.0708333333333;37.35436111111111;5.83;4.9;-24.4;5042.0;26.0;2.64;0.07;-0.03;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 186675 BD+37 3586 SAO 68778 HR 7517 HIP 97118
HD187013;F7V;296.6083333333333;33.72761111111112;5.46;4.99;4.7;6336.0;28.0;4.11;0.04;-0.08;0.04;V;;1993A&A...275..101E (Edvardsson);HD 187013 BD+33 3587 SAO 68827 HR 7534 HIP 97295
HD187111;G8wvar...;297.1666666666667;-12.12213888888889;8.92;7.75;-181.0;4453.0;24.0;1.03;0.09;-1.69;0.07;;wvar...;2000A&A...354..169G (Gratton);HD 187111 BD-12 5540 SAO 163006 HIP 97468
HD187340;A2III;296.075;69.33705555555555;5.97;5.91;0.0;8579.0;76.0;3.25;0.09;-0.05;0.06;III;;;HD 187340 BD+68 1079 SAO 18508 HR 7545 HIP 97122
HD187428;F8Ib-II;297.3;19.794833333333337;8.66;7.94;;5904.0;57.0;2.13;0.14;0.05;0.12;Ib;#NAME?;;HD 187428 BD+19 4165 SAO 105303 HIP 97516
HD187459;B0.5Ibe...;297.2125;33.43727777777777;6.58;6.47;-10.0;26556.0;1934.0;3.3;0.1;-0.02;0.09;Ib;e...;;HD 187459 BD+33 3602 SAO 68895 HR 7551 HIP 97485
HD187691;F8V;297.7583333333333;10.415722222222223;5.66;5.1;-0.2;6069.0;30.0;4.12;0.05;0.1;0.04;V;;1993A&A...275..101E (Edvardsson);HD 187691 BD+10 4073 HD 187691 A SAO 105338 HR 7560 HIP 97675
HD187811;B2.5Ve;297.76666666666665;22.61005555555556;4.75;4.89;-30.6;18859.0;772.0;3.36;0.14;-0.01;0.1;V;e;;HD 187811 BD+22 3833 SAO 87813 HR 7565 HIP 97679
HD187929;F6Iab:;298.1166666666667;1.0056666666666667;4.62;3.88;-14.8;6169.0;43.0;1.43;0.08;0.13;0.08;Ia;b:;1981ApJ...245.1018L (Luck);HD 187929 BD+00 4337 SAO 125159 HR 7570 HIP 97804
HD187961;B7V;298.06666666666666;10.351583333333332;6.48;6.5;-12.6;11710.0;315.0;2.37;0.08;-0.11;0.17;V;;;HD 187961 BD+09 4295 SAO 105355 HR 7572 HIP 97787
HD187983;A1Ia;298.0083333333333;24.992166666666662;6.18;5.6;-2.9;10092.0;123.0;1.66;0.04;0.19;0.09;Ia;;;HD 187983 BD+24 3914 HD 187982 SAO 87840 HR 7573 HIP 97765
HD188001;O8e;298.09166666666664;18.671861111111117;6.21;6.24;9.0;36490.0;1025.0;3.21;0.05;-0.11;0.08;;e;;HD 188001 BD+18 4276 SAO 105360 HR 7574 HIP 97796
HD188119;G8III;297.0416666666667;70.26791666666666;4.72;3.83;3.1;4939.0;28.0;2.43;0.08;-0.48;0.07;III;;1991ApJS...75..579L (Luck);HD 188119 BD+69 1070 SAO 9540 HR 7582 HIP 97433
HD188209;O9.5Ib;297.99583333333334;47.02733333333333;5.53;5.63;-6.2;31910.0;1374.0;3.36;0.08;0.0;0.06;Ib;;;HD 188209 BD+46 2793 SAO 48917 HR 7589 HIP 97757
HD188260;B9.5III;298.3666666666667;24.07961111111111;4.52;4.58;-28.2;10363.0;166.0;4.01;0.06;-0.11;0.08;III;;;HD 188260 BD+23 3820 SAO 87883 HR 7592 HIP 97886
HD188310;G9IIIb;298.5625;8.461444444444444;5.77;4.72;-41.8;4703.0;23.0;2.54;0.08;-0.24;0.05;III;b;1990ApJS...74.1075M (McWilliam);HD 188310 BD+08 4261 SAO 125210 HR 7595 HIP 97938
HD188350;A0III;298.6875;0.2736388888888889;5.7;5.63;-49.8;10115.0;158.0;3.88;0.08;-0.23;0.1;III;;IRAF Standard;HD 188350 BD-00 3871 SAO 125219 HR 7596 HIP 97980
HD188485;A0III;298.62916666666666;24.319388888888888;5.54;5.56;-8.0;10124.0;186.0;3.93;0.08;-0.28;0.11;III;;;HD 188485 BD+23 3829 SAO 87908 HR 7601 HIP 97961
HD188728;A1IV;299.05833333333334;11.42372222222222;5.3;5.29;-27.2;9177.0;176.0;3.67;0.16;0.01;0.11;IV;;1989A&A...225..125L (Lemke);HD 188728 BD+11 4055 SAO 105438 HR 7610 HIP 98103
HD188947;K0III;299.075;35.08341666666667;4.92;3.91;-26.5;4863.0;24.0;2.71;0.07;0.04;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 188947 BD+34 3798 SAO 69116 HR 7615 HIP 98110
HD189319;M0III;299.6875;19.49213888888889;5.11;3.53;-32.8;3913.0;9.0;1.63;0.1;0.13;0.03;III;;1999A&AS..134..523T (Taylor);HD 189319 BD+19 4229 SAO 105500 HR 7635 HIP 98337
HD189558;G0/G1V;300.25;-12.255638888888887;8.27;7.72;-14.7;5702.0;37.0;3.87;0.08;-1.08;0.08;;/G1V;2000AJ....120.1841F (Fulbright);HD 189558 BD-12 5613 SAO 163181 HIP 98532
HD189944;B4V;300.4375;24.800416666666667;5.74;5.87;-15.0;15639.0;305.0;3.69;0.07;0.03;0.06;V;;;HD 189944 BD+24 3975 SAO 88088 HR 7656 HIP 98609
HD190004;F2III;300.50416666666666;24.93805555555556;5.61;5.27;-37.0;6944.0;46.0;3.8;0.06;0.27;0.05;III;;;HD 190004 BD+24 3977 SAO 88098 HR 7657 HIP 98636
HD190172;F4III;301.00416666666666;-7.4694722222222225;7.07;6.72;;7032.0;42.0;4.04;0.05;0.05;0.05;III;;;HD 190172 BD-07 5159 SAO 144038 HR 7661 HIP 98809
HD190390;F1III;301.2708333333333;-11.599416666666666;6.88;6.39;-12.1;6786.0;71.0;3.93;0.08;-0.63;0.11;III;;1997PASP..109.1077G (Giridhar);HD 190390 BD-12 5641 SAO 163245 HR 7671 HIP 98910
HD190608;K2III;301.2875;19.991083333333336;6.15;5.1;-40.2;4722.0;22.0;2.96;0.07;0.0;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 190608 BD+19 4277 SAO 105659 HR 7679 HIP 98920
HD190993;B3V;301.72083333333336;23.614416666666667;4.9;5.06;-5.4;17316.0;407.0;3.85;0.1;-0.14;0.09;V;;;HD 190993 BD+23 3896 SAO 88212 HR 7688 HIP 99080
HD191026;K0IV;301.59166666666664;35.97247222222222;6.21;5.36;-33.4;5186.0;26.0;3.84;0.06;0.05;0.05;IV;;1990ApJS...74.1075M (McWilliam);HD 191026 BD+35 3959 SAO 69413 HR 7689 HIP 99031
HD191046;K0III;301.62083333333334;36.22663888888889;8.17;7.02;-94.7;4468.0;24.0;1.79;0.1;-0.67;0.07;III;;1958ApJ...127..172G (Greenstein);HD 191046 BD+35 3962 SAO 69416 HIP 99041
HD191243;B5Ib;301.9208333333333;34.422916666666666;6.26;6.15;10.3;16697.0;547.0;2.86;0.09;-0.02;0.08;Ib;;;HD 191243 BD+34 3881 SAO 69457 HR 7699 HIP 99145
HD191277;K3III;301.3875;61.99541666666667;6.62;5.41;5.5;4444.0;21.0;2.85;0.08;0.15;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 191277 BD+61 1970 SAO 18700 HR 7701 HIP 98962
HD191372;M3IIIa;301.22083333333336;68.02716666666666;8.0;6.35;-42.1;3566.0;6.0;1.02;0.12;-0.02;0.04;III;a;;HD 191372 BD+67 1226 SAO 18699 HR 7704 HIP 98890
HD191610;B2.5Ve;302.3583333333333;36.83961111111111;4.79;4.93;-13.6;19332.0;1371.0;3.25;0.2;-0.09;0.17;V;e;;HD 191610 BD+36 3907 SAO 69518 HR 7708 HIP 99303
HD191615;G8IV;302.4875;25.53655555555556;8.8;7.81;-94.0;4764.0;24.0;2.54;0.08;-0.35;0.06;IV;;Jones..Coude.Feed.Library;HD 191615 BD+25 4124 SAO 88279 HIP 99353
HD191639;B1V;302.7916666666667;-8.842333333333334;6.29;6.45;-7.0;20368.0;1297.0;2.82;0.1;-0.39;0.19;V;;;HD 191639 BD-09 5382 SAO 144144 HR 7709 HIP 99457
HD192276;B7V;303.01666666666665;47.73705555555556;6.8;6.91;-19.4;12601.0;249.0;4.08;0.08;0.14;0.1;V;;;HD 192276 BD+47 3045 SAO 49314 HR 7721 HIP 99539
HD192425;A2V;303.5708333333333;15.197611111111112;5.01;4.95;-23.0;8804.0;95.0;4.07;0.07;-0.48;0.1;V;;;HD 192425 BD+14 4227 SAO 105878 HR 7724 HIP 99742
HD192685;B3V;303.81666666666666;25.591944444444444;4.59;4.76;-2.0;18754.0;735.0;3.49;0.15;-0.1;0.12;V;;;HD 192685 BD+25 4165 SAO 88410 HR 7739 HIP 99824
HD192944;G8III;304.1958333333333;24.671111111111117;6.24;5.31;15.2;5045.0;27.0;2.55;0.07;-0.05;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 192944 BD+24 4075 SAO 88451 HR 7753 HIP 99951
HD193322;O9V;304.52916666666664;40.732083333333335;5.94;5.82;-7.0;35940.0;1068.0;3.85;0.08;0.06;0.07;V;;;HD 193322 BD+40 4103 SAO 49438 HR 7767 HIP 100069
HD193432;B9IV;305.1666666666667;-12.759083333333333;4.72;4.75;-2.0;10069.0;165.0;3.82;0.08;-0.15;0.08;IV;;1993A&A...274..335S (Smith);HD 193432 BD-13 5642 SAO 163468 HR 7773 HIP 100310
HD193536;B2V;304.7083333333333;46.32219444444445;6.33;6.45;-8.9;19796.0;787.0;3.72;0.15;0.02;0.1;V;;;HD 193536 BD+45 3139 SAO 49462 HR 7777 HIP 100142
HD193621;A0III;304.95;37.1325;6.58;6.59;-18.7;9587.0;336.0;2.94;0.14;-0.52;0.29;III;;;HD 193621 BD+36 4008 SAO 69841 HR 7782 HIP 100239
HD194013;G8III-IV;305.7958333333333;5.343;6.28;5.3;-11.7;4958.0;27.0;2.72;0.07;-0.06;0.06;III;#NAME?;1990ApJS...74.1075M (McWilliam);HD 194013 BD+04 4434 SAO 125747 HR 7794 HIP 100541
HD194093;F8Iab:;305.55833333333334;40.25666666666667;2.9;2.24;-7.5;6360.0;16.0;0.91;0.02;0.18;0.02;Ia;b:;1986A&A...155..145T (Thevenin);HD 194093 BD+39 4159 SAO 49528 HR 7796 HIP 100453
HD194960;K0III;307.25416666666666;-17.875416666666666;7.64;6.56;3.9;4797.0;77.0;2.58;0.24;-0.15;0.18;III;;Jones..Coude.Feed.Library;HD 194960 BD-18 5691 SAO 163617 HIP 101040
HD195135;K2III;307.4125;-2.885527777777778;6.08;4.91;-23.3;4604.0;24.0;2.67;0.08;0.16;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 195135 BD-03 4918 SAO 144495 HR 7831 HIP 101101
HD195324;A1Ib;307.3333333333333;36.45472222222222;6.28;5.91;-18.0;9997.0;121.0;1.89;0.04;-0.06;0.09;Ib;;1995ApJS...99..659V (Venn);HD 195324 BD+35 4141 SAO 70096 HR 7835 HIP 101067
HD195506;K2III;307.5;45.92855555555556;7.58;6.44;-31.2;4418.0;20.0;2.57;0.09;-0.32;0.05;III;;Jones..Coude.Feed.Library;HD 195506 BD+45 3196 SAO 49704 HR 7841 HIP 101133
HD195633;G0Vw;308.1;6.5175833333333335;9.03;8.54;;6102.0;40.0;4.1;0.07;-0.55;0.07;V;w;2000AJ....120.1841F (Fulbright);HD 195633 BD+06 4557 SAO 125916 HIP 101346
HD195725;A7III;307.3958333333333;62.99411111111111;4.42;4.22;-6.8;7702.0;62.0;3.66;0.07;0.27;0.06;III;;1971A&A....11..325S (Smith);HD 195725 BD+62 1821 SAO 18897 HR 7850 HIP 101093
HD195810;B6III;308.3041666666667;11.30325;3.92;4.03;-19.3;14355.0;321.0;3.71;0.09;0.08;0.1;III;;;HD 195810 BD+10 4321 SAO 106230 HR 7852 HIP 101421
HD196504;B9V;309.2708333333333;26.461944444444445;5.54;5.59;-21.8;10791.0;244.0;3.89;0.14;-0.27;0.15;V;;;HD 196504 BD+25 4302 SAO 88903 HR 7880 HIP 101716
HD196610;M6III;309.4791666666667;18.26858333333333;7.38;6.23;-66.2;3100.0;14.0;0.39;0.29;-1.0;0.0;III;;;HD 196610 BD+17 4370 SAO 106329 HR 7886 HIP 101810
HD196740;B5IV;309.6333333333333;24.115944444444445;4.92;5.05;-22.0;15427.0;282.0;3.77;0.14;0.02;0.11;IV;;;HD 196740 BD+23 4084 SAO 88945 HR 7894 HIP 101868
HD196758;K1III;309.8541666666667;0.4864444444444444;6.21;5.15;-42.7;4804.0;27.0;2.63;0.08;0.06;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 196758 BD-00 4064 SAO 126062 HR 7897 HIP 101936
HD196777;M1III;310.0125;-18.138666666666666;6.82;5.17;-12.5;3629.0;7.0;1.12;0.14;-0.08;0.05;III;;1973ApJ...183...95A (Adelman);HD 196777 BD-18 5738 SAO 163779 HR 7900 HIP 101984
HD196787;G9III;307.0625;81.42272222222223;6.38;5.38;-6.1;4949.0;29.0;2.51;0.08;0.05;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 196787 BD+80 659 SAO 3408 HR 7901 HIP 100965
HD196867;B9IV;309.90833333333336;15.912083333333332;3.73;3.77;-3.4;10705.0;173.0;4.05;0.06;-0.06;0.1;IV;;;HD 196867 BD+15 4222 SAO 106357 HR 7906 HIP 101958
HD197812;M5Iab:;311.3666666666667;18.090027777777777;8.26;6.84;-21.2;3119.0;13.0;0.32;0.24;-1.0;0.0;Ia;b:;1998AJ....116..981D (Dyck);HD 197812 BD+17 4401 SAO 106458 HR 7941 HIP 102440
HD197912;G9.5III;311.4166666666667;30.71972222222222;5.28;4.23;-1.3;4774.0;25.0;2.46;0.08;-0.11;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 197912 BD+30 4167 SAO 70467 HR 7942 HIP 102453
HD197939;M3III;311.09166666666664;56.488416666666666;7.6;5.95;-27.9;3438.0;7.0;0.77;0.14;-0.05;0.05;III;;;HD 197939 BD+55 2462 SAO 32849 HR 7944 HIP 102358
